
Subject,Item,Move,1,2,3,Configuration,s,m,l,x,,,,,
pp1002,20,2,s,,,,1,3,2,1
pp1002,20,3,,m,,,1,2,2,1
pp1002,20,4,,s,,,2,2,2,1
pp1002,20,5,,,x,,2,2,2,3
pp1002,20,6,s,,,,1,2,2,3
pp1002,20,7,,,m,,1,3,2,3
pp1002,20,8,,,s,,3,3,2,3
pp1002,20,9,l,,,,3,3,1,3
pp1002,20,10,,s,,,2,3,1,3
pp1002,20,11,m,,,,2,1,1,3
pp1002,20,12,s,,,,1,1,1,3
pp1002,20,13,,x,,,1,1,1,2
pp1002,20,14,,s,,,2,1,1,2
pp1002,20,15,,,m,,2,3,1,2
pp1002,20,16,,,s,,3,3,1,2

pp1002,21,Target,,,,,1,1,1,1
pp1002,21,0,,,,,2,2,2,2
pp1002,21,1,,,s,,3,2,2,2
pp1002,21,2,m,,,,3,1,2,2
pp1002,21,3,s,,,,1,1,2,2
pp1002,21,4,,,l,,1,1,3,2
pp1002,21,5,,s,,,2,1,3,2
pp1002,21,6,,,m,,2,3,3,2
pp1002,21,7,,,s,,3,3,3,2
pp1002,21,8,x,,,,3,3,3,1
pp1002,21,9,s,,,,1,3,3,1
pp1002,21,10,,m,,,1,2,3,1
pp1002,21,11,,s,,,2,2,3,1
pp1002,21,12,l,,,,2,2,1,1
pp1002,21,13,,,s,,3,2,1,1
pp1002,21,14,m,,,,3,1,1,1
pp1002,21,15,s,,,,1,1,1,1

pp1002,22,Target,,,,,2,2,3,1
pp1002,22,0,,,,,2,2,3,3
pp1002,22,1,l,,,,2,2,1,3
pp1002,22,2,,,s,,3,2,1,3
pp1002,22,3,m,,,,3,1,1,3
pp1002,22,4,s,,,,1,1,1,3
pp1002,22,5,,x,,,1,1,1,2
pp1002,22,6,,s,,,2,1,1,2
pp1002,22,7,,,m,,2,3,1,2
pp1002,22,8,,,s,,3,3,1,2
pp1002,22,9,,l,,,3,3,2,2
pp1002,22,10,,s,,,2,3,2,2
pp1002,22,11,m,,,,2,1,2,2
pp1002,22,12,s,,,,1,1,2,2
pp1002,22,13,,,l,,1,1,3,2
pp1002,22,14,,s,,,2,1,3,2
pp1002,22,15,,,m,,2,3,3,2
pp1002,22,16,,,s,,3,3,3,2
pp1002,22,17,x,,,,3,3,3,1
pp1002,22,18,s,,,,1,3,3,1
pp1002,22,19,,m,,,1,2,3,1
pp1002,22,20,,s,,,2,2,3,1
Subject,Item,Move,1,2,3,Configuration,s,m,l,x,,,,,
pp1003,1,Target,,,,,2,2,2,2,,,,,
pp1003,1,0,,,,,1,1,1,2,,,,,
pp1003,1,1,,s,,,2,1,1,2,,,,,
pp1003,1,2,,,m,,2,3,1,2,,,,,
pp1003,1,3,,,s,,3,3,1,2,,,,,
pp1003,1,4,,l,,,3,3,2,2,,,,,
pp1003,1,5,s,,,,1,3,2,2,,,,,
pp1003,1,6,,m,,,1,2,2,2,,,,,
pp1003,1,7,,s,,,2,2,2,2,,,,,
,,,,,,,,,,,,,,,
pp1003,2,Target,,,,,2,3,1,1,,,,,
pp1003,2,0,,,,,3,1,2,3,,,,,
pp1003,2,1,,m,,,3,2,2,3,,,,,
pp1003,2,2,,s,,,2,2,2,3,,,,,
pp1003,2,3,x,,,,2,2,2,1,,,,,
pp1003,2,4,s,,,,1,2,2,1
pp1003,2,5,,,m,,1,3,2,1
pp1003,2,6,,,s,,3,3,2,1
pp1003,2,7,l,,,,3,3,1,1
pp1003,2,8,,s,,,2,3,1,1
,,,,,,,,,,
pp1003,3,Target,,,,,1,1,1,1
pp1003,3,0,,,,,2,2,2,3
pp1003,3,1,x,,,,2,2,2,1
pp1003,3,2,s,,,,1,2,2,1
pp1003,3,3,,,m,,1,3,2,1
pp1003,3,4,,,s,,3,3,2,1
pp1003,3,5,l,,,,3,3,1,1
pp1003,3,6,,s,,,2,3,1,1
pp1003,3,7,m,,,,2,1,1,1
pp1003,3,8,s,,,,1,1,1,1
,,,,,,,,,,
pp1003,4,Target,,,,,3,3,2,1
pp1003,4,0,,,,,2,1,3,3
pp1003,4,1,s,,,,1,1,3,3
pp1003,4,2,,l,,,1,1,2,3
pp1003,4,3,,,s,,3,1,2,3
pp1003,4,4,,m,,,3,2,2,3
pp1003,4,5,,s,,,2,2,2,3
pp1003,4,6,x,,,,2,2,2,1
pp1003,4,7,s,,,,1,2,2,1
pp1003,4,8,,,m,,1,3,2,1
pp1003,4,9,,,s,,3,3,2,1
,,,,,,,,,,
pp1003,5,Target,,,,,2,2,2,2
pp1003,5,0,,,,,2,2,1,3
pp1003,5,1,,,s,,3,2,1,3
pp1003,5,2,m,,,,3,1,1,3
pp1003,5,3,s,,,,1,1,1,3
pp1003,5,4,,x,,,1,1,1,2
pp1003,5,5,,s,,,2,1,1,2
pp1003,5,6,,,m,,2,3,1,2
pp1003,5,7,,,s,,3,3,1,2
pp1003,5,8,,l,,,3,3,2,2
pp1003,5,9,s,,,,1,3,2,2
pp1003,5,10,,m,,,1,2,2,2
pp1003,5,11,,s,,,2,2,2,2
,,,,,,,,,,
pp1003,6,Target,,,,,1,3,2,2
pp1003,6,0,,,,,1,2,3,3
pp1003,6,1,,s,,,2,2,3,3
pp1003,6,2,l,,,,2,2,1,3
pp1003,6,3,,,s,,3,2,1,3
pp1003,6,4,m,,,,3,1,1,3
pp1003,6,5,s,,,,1,1,1,3
pp1003,6,6,,x,,,1,1,1,2
pp1003,6,7,,s,,,2,1,1,2
pp1003,6,8,,,m,,2,3,1,2
pp1003,6,9,,,s,,3,3,1,2
pp1003,6,10,,l,,,3,3,2,2
pp1003,6,11,s,,,,1,3,2,2
,,,,,,,,,,
pp1003,7,Target,,,,,2,2,2,2
pp1003,7,0,,,,,2,2,3,3
pp1003,7,1,l,,,,2,2,1,3
pp1003,7,2,,,s,,3,2,1,3
pp1003,7,3,m,,,,3,1,1,3
pp1003,7,4,s,,,,1,1,1,3
pp1003,7,5,,x,,,1,1,1,2
pp1003,7,6,,s,,,2,1,1,2
pp1003,7,7,,,m,,2,3,1,2
pp1003,7,8,,,s,,3,3,1,2
pp1003,7,9,,l,,,3,3,2,2
pp1003,7,10,s,,,,1,3,2,2
pp1003,7,11,,m,,,1,2,2,2
pp1003,7,12,,s,,,2,2,2,2
,,,,,,,,,,
pp1003,8,Target,,,,,3,2,1,1
pp1003,8,0,,,,,3,1,2,2
pp1003,8,1,,,,,3,1,2,2
pp1003,8,2,,,,,3,1,2,2
pp1003,8,3,,,,,3,1,2,2
pp1003,8,4,,,,,3,1,2,2
pp1003,8,5,,,,,3,1,2,2
pp1003,8,6,,,,,3,1,2,2
pp1003,8,7,,,,,3,1,2,2
pp1003,8,8,,,,,3,1,2,2
pp1003,8,9,,,,,3,1,2,2
pp1003,8,10,,,,,3,1,2,2
pp1003,8,11,,,,,3,1,2,2
,,,,,,,,,,
pp1003,9,Target,,,,,1,1,1,1
pp1003,9,0,,,,,1,1,3,3
pp1003,9,1,,l,,,1,1,2,3
pp1003,9,2,,,s,,3,1,2,3
pp1003,9,3,,m,,,3,2,2,3
pp1003,9,4,,s,,,2,2,2,3
pp1003,9,5,x,,,,2,2,2,1
pp1003,9,6,s,,,,1,2,2,1
pp1003,9,7,,,m,,1,3,2,1
pp1003,9,8,,,s,,3,3,2,1
pp1003,9,9,l,,,,3,3,1,1
pp1003,9,10,,s,,,2,3,1,1
pp1003,9,11,m,,,,2,1,1,1
pp1003,9,12,s,,,,1,1,1,1
,,,,,,,,,,
pp1003,10,Target,,,,,3,2,1,1
pp1003,10,0,,,,,3,2,2,2
pp1003,10,1,m,,,,3,1,2,2
pp1003,10,2,s,,,,1,1,2,2
pp1003,10,3,,,l,,1,1,3,2
pp1003,10,4,,s,,,2,1,3,2
pp1003,10,5,,,m,,2,3,3,2
pp1003,10,6,,,s,,3,3,3,2
pp1003,10,7,x,,,,3,3,3,1
pp1003,10,8,s,,,,1,3,3,1
pp1003,10,9,,m,,,1,2,3,1
pp1003,10,10,,s,,,2,2,3,1
pp1003,10,11,l,,,,2,2,1,1
pp1003,10,12,,,s,,3,2,1,1
,,,,,,,,,,
pp1003,11,Target,,,,,1,1,1,1
pp1003,11,0,,,,,1,1,2,2
pp1003,11,1,,,l,,1,1,3,2
pp1003,11,2,,s,,,2,1,3,2
pp1003,11,3,,,m,,2,3,3,2
pp1003,11,4,,,s,,3,3,3,2
pp1003,11,5,x,,,,3,3,3,1
pp1003,11,6,s,,,,1,3,3,1
pp1003,11,7,,m,,,1,2,3,1
pp1003,11,8,,s,,,2,2,3,1
pp1003,11,9,l,,,,2,2,1,1
pp1003,11,10,,,s,,3,2,1,1
pp1003,11,11,m,,,,3,1,1,1
pp1003,11,12,s,,,,1,1,1,1
,,,,,,,,,,
pp1003,12,Target,,,,,2,3,1,1
pp1003,12,0,,,,,3,3,3,3
pp1003,12,1,,,,,3,3,3,3
pp1003,12,2,,,,,3,3,3,3
pp1003,12,3,,,,,3,3,3,3
pp1003,12,4,,,,,3,3,3,3
pp1003,12,5,,,,,3,3,3,3
pp1003,12,6,,,,,3,3,3,3
pp1003,12,7,,,,,3,3,3,3
pp1003,12,8,,,,,3,3,3,3
pp1003,12,9,,,,,3,3,3,3
pp1003,12,10,,,,,3,3,3,3
pp1003,12,11,,,,,3,3,3,3
pp1003,12,12,,,,,3,3,3,3
pp1003,12,13,,,,,3,3,3,3
,,,,,,,,,,
pp1003,13,Target,,,,,2,2,2,2
pp1003,13,0,,,,,1,2,3,3
pp1003,13,1,,s,,,2,2,3,3
pp1003,13,2,l,,,,2,2,1,3
pp1003,13,3,,,s,,3,2,1,3
pp1003,13,4,m,,,,3,1,1,3
pp1003,13,5,s,,,,1,1,1,3
pp1003,13,6,,x,,,1,1,1,2
pp1003,13,7,,s,,,2,1,1,2
pp1003,13,8,,,m,,2,3,1,2
pp1003,13,9,,,s,,3,3,1,2
pp1003,13,10,,l,,,3,3,2,2
pp1003,13,11,s,,,,1,3,2,2
pp1003,13,12,,m,,,1,2,2,2
pp1003,13,13,,s,,,2,2,2,2
,,,,,,,,,,
pp1003,14,Target,,,,,3,3,2,1
pp1003,14,0,,,,,2,3,2,2
pp1003,14,1,,,s,,3,3,2,2
pp1003,14,2,l,,,,3,3,1,2
pp1003,14,3,,s,,,2,3,1,2
pp1003,14,4,m,,,,2,1,1,2
pp1003,14,5,s,,,,1,1,1,2
pp1003,14,6,,,x,,1,1,1,3
pp1003,14,7,,s,,,2,1,1,3
pp1003,14,8,,,m,,2,3,1,3
pp1003,14,9,,,s,,3,3,1,3
pp1003,14,10,,l,,,3,3,2,3
pp1003,14,11,s,,,,1,3,2,3
pp1003,14,12,,m,,,1,2,2,3
pp1003,14,13,,s,,,2,2,2,3
pp1003,14,14,x,,,,2,2,2,1
pp1003,14,15,s,,,,1,2,2,1
pp1003,14,16,,,m,,1,3,2,1
pp1003,14,17,,,s,,3,3,2,1
,,,,,,,,,,
pp1003,15,Target,,,,,1,1,1,1
pp1003,15,0,,,,,2,1,3,3
pp1003,15,1,s,,,,1,1,3,3
pp1003,15,2,,l,,,1,1,2,3
pp1003,15,3,,,s,,3,1,2,3
pp1003,15,4,,m,,,3,2,2,3
pp1003,15,5,,s,,,2,2,2,3
pp1003,15,6,x,,,,2,2,2,1
pp1003,15,7,s,,,,1,2,2,1
pp1003,15,8,,,m,,1,3,2,1
pp1003,15,9,,,s,,3,3,2,1
pp1003,15,10,l,,,,3,3,1,1
pp1003,15,11,,s,,,2,3,1,1
pp1003,15,12,m,,,,2,1,1,1
pp1003,15,13,s,,,,1,1,1,1
,,,,,,,,,,
pp1003,16,Target,,,,,3,3,1,2
pp1003,16,0,,,,,1,3,1,1
pp1003,16,1,,,,,1,3,1,1
pp1003,16,2,,,,,1,3,1,1
pp1003,16,3,,,,,1,3,1,1
pp1003,16,4,,,,,1,3,1,1
pp1003,16,5,,,,,1,3,1,1
pp1003,16,6,,,,,1,3,1,1
pp1003,16,7,,,,,1,3,1,1
pp1003,16,8,,,,,1,3,1,1
pp1003,16,9,,,,,1,3,1,1
pp1003,16,10,,,,,1,3,1,1
pp1003,16,11,,,,,1,3,1,1
pp1003,16,12,,,,,1,3,1,1
pp1003,16,13,,,,,1,3,1,1
pp1003,16,14,,,,,1,3,1,1
,,,,,,,,,,
pp1003,17,Target,,,,,1,1,1,1
pp1003,17,0,,,,,3,1,2,2
pp1003,17,1,s,,,,1,1,2,2
pp1003,17,2,,,l,,1,1,3,2
pp1003,17,3,,s,,,2,1,3,2
pp1003,17,4,,,m,,2,3,3,2
pp1003,17,5,,,s,,3,3,3,2
pp1003,17,6,x,,,,3,3,3,1
pp1003,17,7,s,,,,1,3,3,1
pp1003,17,8,,m,,,1,2,3,1
pp1003,17,9,,s,,,2,2,3,1
pp1003,17,10,l,,,,2,2,1,1
pp1003,17,11,,,s,,3,2,1,1
pp1003,17,12,m,,,,3,1,1,1
pp1003,17,13,s,,,,1,1,1,1
,,,,,,,,,,
pp1003,18,Target,,,,,2,2,3,1
pp1003,18,0,,,,,3,2,3,3
pp1003,18,1,m,,,,3,1,3,3
pp1003,18,2,s,,,,1,1,3,3
pp1003,18,3,,l,,,1,1,2,3
pp1003,18,4,,,s,,3,1,2,3
pp1003,18,5,,m,,,3,2,2,3
pp1003,18,6,,s,,,2,2,2,3
pp1003,18,7,x,,,,2,2,2,1
pp1003,18,8,,,s,,3,2,2,1
pp1003,18,9,m,,,,3,1,2,1
pp1003,18,10,s,,,,1,1,2,1
pp1003,18,11,,,l,,1,1,3,1
pp1003,18,12,,,s,,3,1,3,1
pp1003,18,13,,m,,,3,2,3,1
pp1003,18,14,,s,,,2,2,3,1
,,,,,,,,,,
pp1003,19,Target,,,,,1,1,1,1
pp1003,19,0,,,,,3,3,3,3
pp1003,19,1,,s,,,2,3,3,3
pp1003,19,2,m,,,,2,1,3,3
pp1003,19,3,s,,,,1,1,3,3
pp1003,19,4,,l,,,1,1,2,3
pp1003,19,5,,,s,,3,1,2,3
pp1003,19,6,,m,,,3,2,2,3
pp1003,19,7,,s,,,2,2,2,3
pp1003,19,8,x,,,,2,2,2,1
pp1003,19,9,s,,,,1,2,2,1
pp1003,19,10,,,m,,1,3,2,1
pp1003,19,11,,,s,,3,3,2,1
pp1003,19,12,l,,,,3,3,1,1
pp1003,19,13,,s,,,2,3,1,1
pp1003,19,14,m,,,,2,1,1,1
pp1003,19,15,s,,,,1,1,1,1
,,,,,,,,,,
pp1003,20,Target,,,,,3,3,1,2
pp1003,20,0,,,,,3,3,1,1
pp1003,20,1,s,,,,1,3,1,1
pp1003,20,2,,m,,,1,2,1,1
pp1003,20,3,,s,,,2,2,1,1
pp1003,20,4,,,l,,2,2,3,1
pp1003,20,5,s,,,,1,2,3,1
pp1003,20,6,,,m,,1,3,3,1
pp1003,20,7,,,s,,3,3,3,1
pp1003,20,8,,x,,,3,3,3,2
pp1003,20,9,s,,,,1,3,3,2
pp1003,20,10,,m,,,1,2,3,2
pp1003,20,11,,s,,,2,2,3,2
pp1003,20,12,l,,,,2,2,1,2
pp1003,20,13,s,,,,1,2,1,2
pp1003,20,14,,,m,,1,3,1,2
pp1003,20,15,,,s,,3,3,1,2
,,,,,,,,,,
pp1003,21,Target,,,,,1,1,1,1
pp1003,21,0,,,,,2,2,2,2
pp1003,21,1,,,s,,3,2,2,2
pp1003,21,2,m,,,,3,1,2,2
pp1003,21,3,s,,,,1,1,2,2
pp1003,21,4,,,l,,1,1,3,2
pp1003,21,5,,s,,,2,1,3,2
pp1003,21,6,,,m,,2,3,3,2
pp1003,21,7,,,s,,3,3,3,2
